tm1169	mutant
tm1170	mutant
tm1171	mutant
tm1172	mutant
tm1173	mutant
tm1174	mutant
tm1175	mutant
tm1176	mutant
tm1177	mutant
tm1178	mutant
tm1179	mutant
tm1180	mutant
tm1181	mutant
tm1182	mutant
tm1183	mutant
tm1184	mutant
tm1185	mutant
tm1186	mutant
tm1187	mutant
tm1188	mutant
tm1189	mutant
tm1190	mutant
tm1191	mutant
tm1192	mutant
tm1193	mutant
tm1194	mutant
tm1195	mutant
tm1196	mutant
tm1197	mutant
tm1198	mutant
tm1199	mutant
tm1200	mutant
tm1201	mutant
tm1202	mutant
tm1203	mutant
tm1205	mutant
tm1206	mutant
tm1207	mutant
tm1208	mutant
tm1209	mutant
tm1210	mutant
tm1211	mutant
tm1212	mutant
tm1214	mutant
tm1216	mutant
tm1217	mutant
tm1218	mutant
tm1219	mutant
tm1220	mutant
tm1221	mutant
tm1222	mutant
tm1223	mutant
tm1224	mutant
tm1225	mutant
tm1226	mutant
tm1227	mutant
tm1228	mutant
tm1229	mutant
tm1230	mutant
tm1231	mutant
tm1232	mutant
tm1233	mutant
tm1234	mutant
tm1235	mutant
tm1236	mutant
tm1237	mutant
tm1238	mutant
tm1239	mutant
tm1240	mutant
tm1241	mutant
tm1242	mutant
tm1243	mutant
tm1244	mutant
tm1245	mutant
tm1246	mutant
tm1247	mutant
tm1248	mutant
tm1249	mutant
tm1250	mutant
tm1251	mutant
tm1252	mutant
tm1253	mutant
tm1254	mutant
tm1255	mutant
tm1256	mutant
tm1257	mutant
tm1258	mutant
tm1260	mutant
tm1261	mutant
tm1262	mutant
tm1263	mutant
tm1264	mutant
tm1265	mutant
tm1266	mutant
tm1267	mutant
tm1268	mutant
tm1269	mutant
tm1270	mutant
tm1271	mutant
tm1273	mutant
tm1274	mutant
tm1275	mutant
tm1276	mutant
tm1277	mutant
tm1278	mutant
tm1279	mutant
tm1280	mutant
tm1281	mutant
tm1282	mutant
tm1283	mutant
tm1284	mutant
tm1285	mutant
tm1286	mutant
tm1287	mutant
tm1289	mutant
tm1290	mutant
tm1291	mutant
tm1292	mutant
tm1294	mutant
tm1295	mutant
tm1296	mutant
tm1297	mutant
tm1298	mutant
tm1300	mutant
tm1301	mutant
tm1302	mutant
tm1303	mutant
tm1304	mutant
tm1305	mutant
tm1307	mutant
tm1308	mutant
tm1309	mutant
tm1310	mutant
tm1312	mutant
tm1313	mutant
tm1314	mutant
tm1316	mutant
tm1317	mutant
tm1318	mutant
tm1319	mutant
tm1320	mutant
tm1321	mutant
tm1322	mutant
tm1323	mutant
tm1324	mutant
tm1325	mutant
tm1326	mutant
tm1327	mutant
tm1328	mutant
tm1329	mutant
tm1330	mutant
tm1331	mutant
tm1332	mutant
tm1333	mutant
tm1334	mutant
tm1335	mutant
tm1336	mutant
tm1338	mutant
tm1339	mutant
tm1340	mutant
tm1341	mutant
tm1342	mutant
tm1343	mutant
tm1344	mutant
tm1345	mutant
tm1346	mutant
tm1347	mutant
tm1348	mutant
tm1349	mutant
tm1350	mutant
tm1351	mutant
tm1352	mutant
tm1353	mutant
tm1354	mutant
tm1355	mutant
tm1356	mutant
tm1357	mutant
tm1358	mutant
tm1359	mutant
tm1360	mutant
tm1361	mutant
tm1362	mutant
tm1363	mutant
tm1364	mutant
tm1365	mutant
tm1366	mutant
tm1367	mutant
tm1368	mutant
tm1369	mutant
tm1370	mutant
tm1371	mutant
tm1372	mutant
tm1373	mutant
tm1374	mutant
tm1375	mutant
tm1376	mutant
tm1377	mutant
tm1378	mutant
tm1379	mutant
tm1380	mutant
tm1381	mutant
tm1382	mutant
tm1383	mutant
tm1384	mutant
tm1385	mutant
tm1386	mutant
tm1387	mutant
tm1388	mutant
tm1389	mutant
tm1390	mutant
tm1391	mutant
tm1392	mutant
tm1393	mutant
tm1394	mutant
tm1395	mutant
tm1396	mutant
tm1397	mutant
tm1398	mutant
tm1399	mutant
tm1400	mutant
tm1401	mutant
tm1402	mutant
tm1403	mutant
tm1404	mutant
tm1405	mutant
tm1406	mutant
tm1407	mutant
tm1408	mutant
tm1409	mutant
tm1410	mutant
tm1411	mutant
tm1412	mutant
tm1413	mutant
tm1414	mutant
tm1415	mutant
tm1416	mutant
tm1417	mutant
tm1418	mutant
tm1419	mutant
tm1420	mutant
tm1421	mutant
tm1422	mutant
tm1423	mutant
tm1424	mutant
tm1425	mutant
tm1426	mutant
tm1427	mutant
tm1428	mutant
tm1429	mutant
tm1430	mutant
tm1431	mutant
tm1432	mutant
tm1433	mutant
tm1434	mutant
tm1435	mutant
tm1436	mutant
tm1437	mutant
tm1438	mutant
tm1439	mutant
tm1440	mutant
tm1441	mutant
tm1442	mutant
tm1443	mutant
tm1444	mutant
tm1445	mutant
tm1446	mutant
tm1447	mutant
tm1448	mutant
tm1449	mutant
tm1450	mutant
tm1451	mutant
tm1452	mutant
tm1453	mutant
tm1455	mutant
tm1456	mutant
tm1457	mutant
tm1458	mutant
tm1459	mutant
tm1460	mutant
tm1461	mutant
tm1462	mutant
tm1463	mutant
tm1464	mutant
tm1465	mutant
tm1466	mutant
tm1467	mutant
tm1468	mutant
tm1469	mutant
tm1471	mutant
tm1472	mutant
tm1473	mutant
tm1474	mutant
tm1475	mutant
tm1476	mutant
tm1477	mutant
tm1478	mutant
tm1479	mutant
tm1480	mutant
tm1481	mutant
tm1482	mutant
tm1483	mutant
tm1484	mutant
tm1485	mutant
tm1487	mutant
tm1488	mutant
tm1489	mutant
tm1490	mutant
tm1492	mutant
tm1493	mutant
tm1494	mutant
tm1495	mutant
tm1496	mutant
tm1497	mutant
tm1498	mutant
tm1499	mutant
tm1500	mutant
tm1501	mutant
tm1502	mutant
tm1503	mutant
tm1504	mutant
tm1505	mutant
tm1506	mutant
tm1507	mutant
